group,image_path,p,yhat,json_ok,evidence_ok,hallucination,too_long,fail_safe,fail_reason,unsupported_localization,unsupported_size,unsupported_tension,unsupported_imaging_sign,report_word_count,diagnostic_report,evidence_text_ids,evidence_case_ids
G2_text_rag,C:\Users\Steven\Desktop\Final Project\Datasets\Dataset_1\Chest X-Ray Images with Pneumothorax Masks\png_images\8353_train_0_.png,0.04323223978281021,0,True,True,False,False,False,,False,False,False,False,77,"Clinical context: Not provided.
Technique: Chest radiograph.
Findings: The output is not suggestive of pneumothorax based on binary classification. No assessment of localization, laterality, size, extent, or tension physiology is available from this output.
Impression: Not suggestive of pneumothorax (classification-only).
Recommendations: Human review and clinical correlation are required. False negatives can occur.
Limitations: This is a binary classification output only, providing no localization or severity assessment. It must not be used as a standalone diagnostic tool.","[""KB_050"", ""KB_001""]",[]
G3_both,C:\Users\Steven\Desktop\Final Project\Datasets\Dataset_1\Chest X-Ray Images with Pneumothorax Masks\png_images\8353_train_0_.png,0.04323223978281021,0,True,True,False,False,False,,False,False,False,False,99,"Clinical context: Pneumothorax screening.
Technique: Chest radiograph.
Findings: The classifier output is not suggestive of pneumothorax (binary classification only).
Impression: The model output is strongly not suggestive of pneumothorax based on a calibrated probability far from the threshold. This result provides no localization, laterality, size, extent, or tension assessment.
Recommendations: Human review and clinical correlation are required. False negatives can occur.
Limitations: This system provides research-only decision support. It must not be used as a standalone diagnostic tool. A positive prediction can occur in non-pneumothorax cases; therefore, avoid escalation language and rely on human review and context.","[""KB_009"", ""KB_050"", ""KB_030"", ""KB_001""]","[""1.2.276.0.7230010.3.1.4.8323329.14006.1517875249.93352"", ""1.2.276.0.7230010.3.1.4.8323329.1038.1517875166.7134"", ""1.2.276.0.7230010.3.1.4.8323329.4939.1517875185.563513"", ""1.2.276.0.7230010.3.1.4.8323329.4340.1517875182.354827"", ""1.2.276.0.7230010.3.1.4.8323329.11180.1517875231.591001""]"
G0_llm_only,C:\Users\Steven\Desktop\Final Project\Datasets\Dataset_1\Chest X-Ray Images with Pneumothorax Masks\png_images\3840_train_0_.png,0.22960901260375977,0,True,True,False,False,False,,False,False,False,False,87,"Clinical context: Screening for pneumothorax.
Technique: Chest radiograph.
Findings: The findings are not suggestive of pneumothorax.
Impression: No evidence of pneumothorax is identified.
Recommendations: Clinical correlation is advised. The findings should be interpreted in the context of the patient's clinical presentation and history.
Limitations: This assessment is based on a single frontal radiograph. Localization, laterality, size, extent, and assessment for tension physiology are not available from this output. Subtle or small pneumothoraces may not be detected. The absence of radiographic findings does not definitively exclude clinical pathology.",[],[]
G1_image_rag,C:\Users\Steven\Desktop\Final Project\Datasets\Dataset_1\Chest X-Ray Images with Pneumothorax Masks\png_images\3840_train_0_.png,0.22960901260375977,0,True,True,False,False,False,,False,False,False,False,89,"Clinical context: Screening for pneumothorax.
Technique: Chest radiograph.
Findings: The output is not suggestive of pneumothorax.
Impression: No evidence of pneumothorax is suggested by this output.
Recommendations: Clinical correlation is required. The findings should be interpreted in the context of the patient's clinical presentation and physical examination.
Limitations: This output does not provide localization, laterality, size, extent, or assessment for tension physiology. The absence of suggested findings does not definitively exclude a pneumothorax, particularly a small or localized one. The final interpretation must be made by a qualified radiologist.",[],[]
G2_text_rag,C:\Users\Steven\Desktop\Final Project\Datasets\Dataset_1\Chest X-Ray Images with Pneumothorax Masks\png_images\3840_train_0_.png,0.22960901260375977,0,True,True,False,False,False,,False,False,False,False,84,"Clinical context: AI-assisted screening for pneumothorax.
Technique: Automated binary classification analysis of chest radiograph.
Findings: The output is not suggestive of pneumothorax.
Impression: No pneumothorax is suggested by this classification-only output. No localization, laterality, size, extent, or assessment for tension physiology is available from this output.
Recommendations: Human review and clinical correlation are required. False negatives can occur.
Limitations: This is a binary classification output only, providing no localization or severity assessment. It must not be used as a standalone diagnostic tool.","[""KB_050"", ""KB_001""]",[]
G3_both,C:\Users\Steven\Desktop\Final Project\Datasets\Dataset_1\Chest X-Ray Images with Pneumothorax Masks\png_images\3840_train_0_.png,0.22960901260375977,0,True,True,False,False,False,,False,False,False,False,114,"Clinical context: Chest radiograph submitted for pneumothorax screening.
Technique: Frontal chest radiograph.
Findings: The automated classification output is not suggestive of pneumothorax. No assessment of localization, laterality, size, extent, or tension physiology is available from this output.
Impression: Not suggestive of pneumothorax based on binary classification. This is a screening result only.
Recommendations: This output requires confirmation by a qualified radiologist. Clinical correlation is essential. False negative results can occur.
Limitations: This is a research-only decision support tool for binary classification. It provides no localization or severity assessment and must not be used as a standalone diagnostic tool. The final interpretation must be based on comprehensive human review of the complete imaging study.","[""KB_050"", ""KB_001""]",[]
G0_llm_only,C:\Users\Steven\Desktop\Final Project\Datasets\Dataset_1\Chest X-Ray Images with Pneumothorax Masks\png_images\3341_train_0_.png,0.028711462393403053,0,True,True,False,False,False,,False,False,False,False,79,"Clinical context: Screening for pneumothorax.
Technique: Chest radiograph.
Findings: The findings are not suggestive of pneumothorax.
Impression: No evidence of pneumothorax is identified.
Recommendations: Clinical correlation is advised. The findings should be interpreted in conjunction with the patient's clinical presentation and history.
Limitations: This assessment is based on a single frontal radiograph. Localization, laterality, size, extent, and assessment for tension physiology are not available from this output. Subtle or small pneumothoraces may not be detected. Clinical correlation is essential.",[],[]
G1_image_rag,C:\Users\Steven\Desktop\Final Project\Datasets\Dataset_1\Chest X-Ray Images with Pneumothorax Masks\png_images\3341_train_0_.png,0.028711462393403053,0,True,True,False,False,False,,False,False,False,False,106,"Clinical context: Screening for pneumothorax.
Technique: Frontal chest radiograph.
Findings: The output is not suggestive of pneumothorax. Localization, laterality, size, extent, and assessment for tension physiology are not available from this output.
Impression: No pneumothorax is suggested based on this screening output.
Recommendations: Clinical correlation is required. The absence of a suggested pneumothorax on screening does not definitively exclude the condition, particularly in cases of subtle or localized findings.
Limitations: This is a screening output and not a definitive diagnostic assessment. The output does not provide localization, quantification, or assessment of tension physiology. Findings should be interpreted within the full clinical context by a qualified physician.",[],[]
G2_text_rag,C:\Users\Steven\Desktop\Final Project\Datasets\Dataset_1\Chest X-Ray Images with Pneumothorax Masks\png_images\3341_train_0_.png,0.028711462393403053,0,True,True,False,False,False,,False,False,False,False,107,"Clinical context: AI-assisted screening for pneumothorax.
Technique: Automated binary classification analysis of chest radiograph.
Findings: The output is not suggestive of pneumothorax.
Impression: The model output is strongly not suggestive of pneumothorax based on a calibrated probability far from the threshold. No localization, laterality, size, extent, or tension assessment is available from this output.
Recommendations: Human review and clinical correlation are required; false negatives can occur.
Limitations: This system provides research-only decision support for pneumothorax binary classification from chest X-ray images. Outputs must be limited to class probability, threshold-based label, and uncertainty/limitations. It must not be used as a standalone diagnostic tool.","[""KB_009"", ""KB_050"", ""KB_001""]",[]
G3_both,C:\Users\Steven\Desktop\Final Project\Datasets\Dataset_1\Chest X-Ray Images with Pneumothorax Masks\png_images\3341_train_0_.png,0.028711462393403053,0,True,True,False,False,False,,False,False,False,False,122,"Clinical context: AI-assisted screening for pneumothorax.
Technique: Chest radiograph analyzed by an AI classification system.
Findings: The AI output is not suggestive of pneumothorax (binary classification only).
Impression: The model output is strongly not suggestive of pneumothorax based on a calibrated probability far from the threshold. This result provides no localization, laterality, size, extent, or tension assessment.
Recommendations: Human review and clinical correlation are required; false negatives can occur.
Limitations: This system provides research-only decision support for pneumothorax binary classification. Outputs are limited to class probability and threshold-based label. It must not be used as a standalone diagnostic tool. A positive prediction can occur in non-pneumothorax cases; therefore, avoid escalation language and rely on human review and context.","[""KB_009"", ""KB_050"", ""KB_030"", ""KB_001""]","[""1.2.276.0.7230010.3.1.4.8323329.14006.1517875249.93352"", ""1.2.276.0.7230010.3.1.4.8323329.4939.1517875185.563513"", ""1.2.276.0.7230010.3.1.4.8323329.1038.1517875166.7134"", ""1.2.276.0.7230010.3.1.4.8323329.1926.1517875170.276641"", ""1.2.276.0.7230010.3.1.4.8323329.5038.1517875186.83236""]"
G0_llm_only,C:\Users\Steven\Desktop\Final Project\Datasets\Dataset_1\Chest X-Ray Images with Pneumothorax Masks\png_images\8545_train_0_.png,0.023993846029043198,0,True,True,False,False,False,,False,False,False,False,76,"Clinical context: Screening for pneumothorax.
Technique: Chest radiograph.
Findings: The output is not suggestive of pneumothorax.
Impression: No evidence of pneumothorax is suggested by this output.
Recommendations: Clinical correlation is required. The findings should be interpreted in conjunction with the full clinical presentation and physical examination.
Limitations: This output does not provide localization, laterality, size, extent, or assessment for tension physiology. The interpretation is based on a screening output and is not a definitive diagnostic assessment.",[],[]
G1_image_rag,C:\Users\Steven\Desktop\Final Project\Datasets\Dataset_1\Chest X-Ray Images with Pneumothorax Masks\png_images\8545_train_0_.png,0.023993846029043198,0,True,True,False,False,False,,False,False,False,False,69,"Clinical context: Screening for pneumothorax.
Technique: Chest radiograph.
Findings: The output is not suggestive of pneumothorax.
Impression: No evidence of pneumothorax is suggested by this output.
Recommendations: Clinical correlation is required. The findings should be interpreted in conjunction with the full clinical assessment.
Limitations: This output does not provide localization, laterality, size, extent, or assessment for tension physiology. The absence of suggested findings does not definitively exclude all pathology.",[],[]
G2_text_rag,C:\Users\Steven\Desktop\Final Project\Datasets\Dataset_1\Chest X-Ray Images with Pneumothorax Masks\png_images\8545_train_0_.png,0.023993846029043198,0,True,True,False,False,False,,False,False,False,False,80,"Clinical context: AI-assisted screening for pneumothorax.
Technique: Chest radiograph.
Findings: The AI-assisted analysis is not suggestive of pneumothorax based on binary classification.
Impression: Not suggestive of pneumothorax (classification-only output). No localization, size, extent, or tension assessment is available from this output.
Recommendations: Human review and clinical correlation are required. False negatives can occur.
Limitations: This is a binary classification-only output providing no localization or severity assessment. It must not be used as a standalone diagnostic tool.","[""KB_050"", ""KB_001""]",[]
G3_both,C:\Users\Steven\Desktop\Final Project\Datasets\Dataset_1\Chest X-Ray Images with Pneumothorax Masks\png_images\8545_train_0_.png,0.023993846029043198,0,True,True,False,False,False,,False,False,False,False,95,"Clinical context: AI-assisted screening for pneumothorax.
Technique: Chest radiograph.
Findings: The AI-assisted analysis is not suggestive of pneumothorax. This is a binary classification output only.
Impression: Not suggestive of pneumothorax based on the classification output. No localization, laterality, size, extent, or assessment for tension physiology is available from this output.
Recommendations: This output requires human review and clinical correlation. False negatives can occur.
Limitations: This is a research-only decision support tool for binary classification and must not be used as a standalone diagnostic tool. The output provides no localization or severity assessment.","[""KB_050"", ""KB_001""]","[""1.2.276.0.7230010.3.1.4.8323329.14006.1517875249.93352"", ""1.2.276.0.7230010.3.1.4.8323329.4939.1517875185.563513"", ""1.2.276.0.7230010.3.1.4.8323329.1038.1517875166.7134"", ""1.2.276.0.7230010.3.1.4.8323329.4340.1517875182.354827"", ""1.2.276.0.7230010.3.1.4.8323329.11180.1517875231.591001""]"
G0_llm_only,C:\Users\Steven\Desktop\Final Project\Datasets\Dataset_1\Chest X-Ray Images with Pneumothorax Masks\png_images\59_train_1_.png,0.8911826610565186,1,True,True,False,False,False,,False,False,False,False,103,"Clinical context: Screening for pneumothorax.
Technique: Single-view chest radiograph.
Findings: The output is suggestive of pneumothorax. Localization, laterality, size, extent, and assessment for tension physiology are not available from this output.
Impression: Findings are suggestive of pneumothorax.
Recommendations: Clinical correlation is required. A confirmatory study, such as a dedicated chest radiograph or computed tomography, should be considered based on the patient's clinical presentation.
Limitations: This is a screening output and not a definitive diagnostic assessment. The absence of explicit localization and quantification information limits clinical utility. Findings must be interpreted in conjunction with the complete clinical picture and by a qualified physician.",[],[]
G1_image_rag,C:\Users\Steven\Desktop\Final Project\Datasets\Dataset_1\Chest X-Ray Images with Pneumothorax Masks\png_images\59_train_1_.png,0.8911826610565186,1,True,True,False,False,False,,False,False,False,False,90,"Clinical context: Screening for pneumothorax.
Technique: Frontal chest radiograph.
Findings: The output is suggestive of pneumothorax. Specific localization, laterality, size, extent, and assessment for tension physiology are not available from this output.
Impression: Findings are suggestive of pneumothorax.
Recommendations: Clinical correlation is required. A formal radiologist review of the complete study is recommended for definitive diagnosis and assessment.
Limitations: This is a screening output and not a definitive diagnostic report. The absence of explicit localization and quantification information limits clinical utility. Findings should be interpreted within the full clinical context.",[],[]
G2_text_rag,C:\Users\Steven\Desktop\Final Project\Datasets\Dataset_1\Chest X-Ray Images with Pneumothorax Masks\png_images\59_train_1_.png,0.8911826610565186,1,True,True,False,False,False,,False,False,False,False,116,"Clinical context: AI-assisted screening for pneumothorax.
Technique: Automated binary classification of chest radiograph.
Findings: The model output is strongly suggestive of pneumothorax. This result is based on binary classification only.
Impression: Suggestive of pneumothorax (classification-only). Confirm by human review; no localisation/severity is provided.
Recommendations: Human review and clinical correlation are required. This output provides no localisation or severity assessment.
Limitations: This is a research-only decision support tool and must not be used as a standalone diagnostic tool. A positive prediction can occur in non-pneumothorax cases; therefore, avoid escalation language and rely on human review and context. No assessment of localization, laterality, size, extent, or tension physiology is available from this output.","[""KB_049"", ""KB_005"", ""KB_009"", ""KB_030"", ""KB_001""]",[]
G3_both,C:\Users\Steven\Desktop\Final Project\Datasets\Dataset_1\Chest X-Ray Images with Pneumothorax Masks\png_images\59_train_1_.png,0.8911826610565186,1,True,True,False,False,False,,False,False,False,False,116,"Clinical context: AI-assisted screening for pneumothorax.
Technique: Chest radiograph.
Findings: The classifier output is strongly suggestive of pneumothorax based on a calibrated probability far from the threshold. This is a binary classification-only result.
Impression: Suggestive of pneumothorax (classification-only).
Recommendations: Confirm by human review and clinical correlation. This result provides no localization, laterality, size, extent, or tension assessment. A positive prediction can occur in non-pneumothorax cases; therefore, avoid escalation language and rely on human review and context.
Limitations: This system provides research-only decision support. Outputs are limited to class probability and threshold-based label. It must not be used as a standalone diagnostic tool. No localization, severity, or tension assessment is provided.","[""KB_049"", ""KB_005"", ""KB_009"", ""KB_030"", ""KB_001""]","[""1.2.276.0.7230010.3.1.4.8323329.1221.1517875166.844950"", ""1.2.276.0.7230010.3.1.4.8323329.388.1517875162.713279"", ""1.2.276.0.7230010.3.1.4.8323329.12166.1517875237.793760"", ""1.2.276.0.7230010.3.1.4.8323329.1038.1517875166.7134"", ""1.2.276.0.7230010.3.1.4.8323329.5359.1517875187.749312""]"
G0_llm_only,C:\Users\Steven\Desktop\Final Project\Datasets\Dataset_1\Chest X-Ray Images with Pneumothorax Masks\png_images\8821_train_0_.png,0.020927265286445618,0,True,True,False,False,False,,False,False,False,False,83,"Clinical context: Screening for pneumothorax.
Technique: Chest radiograph.
Findings: The findings are not suggestive of pneumothorax.
Impression: No evidence of pneumothorax is identified.
Recommendations: Clinical correlation is advised. A definitive diagnosis should be based on a comprehensive review of the complete imaging study by a qualified radiologist.
Limitations: This assessment is based on a single view and does not provide localization, laterality, size, extent, or assessment for tension physiology. The absence of findings on this single assessment does not definitively exclude all pathology.",[],[]
G1_image_rag,C:\Users\Steven\Desktop\Final Project\Datasets\Dataset_1\Chest X-Ray Images with Pneumothorax Masks\png_images\8821_train_0_.png,0.020927265286445618,0,True,True,False,False,False,,False,False,False,False,88,"Clinical context: Screening for pneumothorax.
Technique: Chest radiograph.
Findings: The output is not suggestive of pneumothorax.
Impression: No evidence of pneumothorax is suggested by this output.
Recommendations: Clinical correlation is required. The findings should be interpreted in conjunction with the full clinical presentation and physical examination.
Limitations: This output does not provide localization, laterality, size, extent, or assessment for tension physiology. The absence of suggested findings does not definitively exclude a pneumothorax, particularly a small or localized one. The final interpretation must be made by a qualified radiologist.",[],[]
G2_text_rag,C:\Users\Steven\Desktop\Final Project\Datasets\Dataset_1\Chest X-Ray Images with Pneumothorax Masks\png_images\8821_train_0_.png,0.020927265286445618,0,True,True,False,False,False,,False,False,False,False,97,"Clinical context: Screening for pneumothorax.
Technique: Chest radiograph.
Findings: The automated classification output is not suggestive of pneumothorax.
Impression: The model output is strongly not suggestive of pneumothorax based on a calibrated probability far from the threshold. This result provides no localization or severity assessment.
Recommendations: Human review and clinical correlation are required; false negatives can occur.
Limitations: This system provides research-only decision support for pneumothorax binary classification from chest X-ray images. Outputs must be limited to class probability, threshold-based label, and uncertainty/limitations. It must not be used as a standalone diagnostic tool.","[""KB_009"", ""KB_005"", ""KB_050"", ""KB_001""]",[]
G3_both,C:\Users\Steven\Desktop\Final Project\Datasets\Dataset_1\Chest X-Ray Images with Pneumothorax Masks\png_images\8821_train_0_.png,0.020927265286445618,0,True,True,False,False,False,,False,False,False,False,107,"Clinical context: Pneumothorax screening.
Technique: Chest radiograph.
Findings: The classifier output is not suggestive of pneumothorax (binary classification only).
Impression: The model output is strongly not suggestive of pneumothorax based on a calibrated probability far from the threshold. This result provides no localization, laterality, size, extent, or tension assessment.
Recommendations: Human review and clinical correlation are required; false negatives can occur.
Limitations: This system provides research-only decision support. The output is limited to binary classification and must not be used as a standalone diagnostic tool. A positive prediction can occur in non-pneumothorax cases; therefore, avoid escalation language and rely on human review and clinical context.","[""KB_009"", ""KB_050"", ""KB_030"", ""KB_001""]","[""1.2.276.0.7230010.3.1.4.8323329.14006.1517875249.93352"", ""1.2.276.0.7230010.3.1.4.8323329.4939.1517875185.563513"", ""1.2.276.0.7230010.3.1.4.8323329.1038.1517875166.7134"", ""1.2.276.0.7230010.3.1.4.8323329.1926.1517875170.276641"", ""1.2.276.0.7230010.3.1.4.8323329.11180.1517875231.591001""]"
G0_llm_only,C:\Users\Steven\Desktop\Final Project\Datasets\Dataset_1\Chest X-Ray Images with Pneumothorax Masks\png_images\8245_train_0_.png,0.013857156038284302,0,True,True,False,False,False,,False,False,False,False,87,"Clinical context: Screening for pneumothorax.
Technique: Chest radiograph.
Findings: The findings are not suggestive of pneumothorax.
Impression: No evidence of pneumothorax is identified.
Recommendations: Clinical correlation is advised. The findings should be interpreted in conjunction with the patient's clinical presentation and physical examination.
Limitations: This assessment is based on a single frontal radiograph. Localization, laterality, size, extent, and assessment for tension physiology are not available from this output. Subtle or small pneumothoraces may not be detected. The absence of radiographic findings does not definitively exclude clinical pathology.",[],[]
G1_image_rag,C:\Users\Steven\Desktop\Final Project\Datasets\Dataset_1\Chest X-Ray Images with Pneumothorax Masks\png_images\8245_train_0_.png,0.013857156038284302,0,True,True,False,False,False,,False,False,False,False,86,"Clinical context: Screening for pneumothorax.
Technique: Chest radiograph.
Findings: The output is not suggestive of pneumothorax.
Impression: No evidence of pneumothorax is suggested by this output.
Recommendations: Clinical correlation is required. The findings should be interpreted in the context of the full clinical presentation and physical examination.
Limitations: This output does not provide localization, laterality, size, extent, or assessment for tension physiology. The absence of suggested findings does not definitively exclude all pathology. The interpretation is based on a single view and should be considered preliminary.",[],[]
G2_text_rag,C:\Users\Steven\Desktop\Final Project\Datasets\Dataset_1\Chest X-Ray Images with Pneumothorax Masks\png_images\8245_train_0_.png,0.013857156038284302,0,True,True,False,False,False,,False,False,False,False,104,"Clinical context: Screening for pneumothorax.
Technique: AI-assisted binary classification of chest X-ray.
Findings: The output is not suggestive of pneumothorax.
Impression: The model output is strongly not suggestive of pneumothorax based on a calibrated probability far from the threshold. This result provides no localization, laterality, size, extent, or tension assessment.
Recommendations: Human review and clinical correlation are required; false negatives can occur.
Limitations: This system provides research-only decision support for pneumothorax binary classification from chest X-ray images. Outputs must be limited to class probability, threshold-based label, and uncertainty/limitations. It must not be used as a standalone diagnostic tool.","[""KB_009"", ""KB_050"", ""KB_001""]",[]
